id;data_evento;nome_canal;info_campanha;id_regiao;tipo_dispositivo;id_audiencia;impressoes;clicks;leads;conversoes;custo;receita;criado_em
45282;2025-11-20;Google Ads;Tráfego|Black Friday - Notebook|16414.42;15;Celular;18;48321;982;49;14;616.17;2985.36;2026-06-05 12:48:20.083087
38357;2025-06-27;Linkedin Ads;Leads|Natal - Curso|23414.44;4;CELULAR;23;16228;876;119;17;1384.16;17461.4;2026-06-05 12:48:08.787606
33894;2025-07-09;email marketing;Conversão|Retenção - Consultoria|24657.03;17;TABLET;20;96541;5382;541;112;17023.13;78484.91;2026-06-05 12:48:01.750155
1302;2025-12-25; GOOGLE ADS ;Conhecimento|Geração de Lead - Consultoria|47452.46;14; computador;3;60597;1745;432;103;6613.43;149725.65;2026-06-05 12:47:10.732437
15045;2025-07-12;META ADS;Conversão|Conversão - E-commerce|8801.59;20;Computador;11;9545;472;56;8;3096.36;8006.98;2026-06-05 12:47:32.427024
41854;2025-06-04;Linkedin Ads;Leads|Conversão - Streaming|36856.91;16;Computador;8;63065;3485;260;45;20639.64;18943.44;2026-06-05 12:48:14.890185
44850;2025-07-05;email marketing;Leads|Geração de Lead - Notebook|27658.26;11;CELULAR;16;56514;1073;99;12;4001.06;13894.04;2026-06-05 12:48:19.438401
38644;2025-09-30;meta ads;Leads|Lançamento - Streaming|40234.48;19;CELULAR;5;44932;2896;721;55;5808.46;82128.59;2026-06-05 12:48:09.509895
48658;2025-01-12;google ads;Conversão|Retenção - Consultoria|11597.52;17; celular ;8;66289;4583;996;276;25880.72;405449.99;2026-06-05 12:48:25.460342
35101;2025-03-03;META ADS;Tráfego|Remarketing - E-commerce|42506.06;10;CELULAR;7;14982;597;115;25;4464.76;35108.13;2026-06-05 12:48:03.689107
37746;2025-12-17; TikTok Ads ;Conversão|Retenção - Curso|31124.09;20;TABLET;5;4042;195;27;7;289.79;3995.67;2026-06-05 12:48:07.788919
5580;2025-12-21;Linkedin Ads;Conversão|Retenção - Streaming|21833.57;6;Celular;12;14971;709;55;6;1801.77;1574.75;2026-06-05 12:47:17.580947
26317;2025-04-18;Meta Ads;Conhecimento|Remarketing - Smartphone|27196.56;18;Tablet;22;98190;1214;240;59;5255.72;55010.32;2026-06-05 12:47:49.768218
6473;2025-12-03;Linkedin Ads;Conversão|Remarketing - Smartphone|37693.41;15; celular ;8;28141;743;85;7;4628.26;2744.59;2026-06-05 12:47:18.952303
25936;2025-07-24;google ads;Conhecimento|Geração de Lead - Notebook|10896.38;8;TABLET;14;96341;1782;328;31;4569.8;41867.51;2026-06-05 12:47:49.178083
26000;2025-10-09;google ads;Conversão|Retenção - Consultoria|11597.52;14;TABLET;5;86560;5628;966;142;16200.96;191266.32;2026-06-05 12:47:49.279871
50189;2025-02-23;LinkedIn Ads;Conversão|Carrinho Abandonado - Seguro|49254.33;16;Celular;22;9685;353;27;2;2773.2;1687.88;2026-06-05 12:47:28.254844
45290;2025-03-16;Meta Ads;Conversão|Conhecimento - Smartphone|27039.23;10; computador;12;38078;2931;665;152;13634.98;149100.62;2026-06-05 12:48:20.094799
48363;2025-01-30;META ADS;Conversão|Retenção - Consultoria|11597.52;19;TABLET;22;2672;69;16;1;370.5;950.95;2026-06-05 12:48:25.022413
13704;2025-02-27; GOOGLE ADS ;Leads|Promoção - Cartão|27992.3;2;Tablet;8;56630;3033;533;118;9925.0;147331.16;2026-06-05 12:47:30.206354
23866;2025-04-04;Meta Ads;Tráfego|Remarketing - E-commerce|42506.06;9;Tablet;9;25565;651;112;14;2428.74;4400.39;2026-06-05 12:47:46.081497
18616;2025-02-01; TikTok Ads ;Tráfego|Black Friday - Curso|34922.72;5;TABLET;21;87303;1286;271;49;2605.37;42504.49;2026-06-05 12:47:37.896125
5445;2025-06-15; GOOGLE ADS ;Leads|Geração de Lead - Notebook|29056.97;16;Tablet;22;29101;490;73;19;3358.07;14070.78;2026-06-05 12:47:17.371841
28088;2025-08-05;Linkedin Ads;Tráfego|Conversão - Smartphone|19676.25;13;Computador;2;32401;698;63;10;2401.78;14588.4;2026-06-05 12:47:52.601951
26481;2025-11-12;google ads;Conhecimento|Remarketing - Curso|15951.94;5;Celular;14;20538;1283;102;17;1874.4;16256.29;2026-06-05 12:47:50.019823
23277;2025-12-22;Meta Ads;Conversão|Lançamento - Consultoria|19166.8;19;Computador;7;70018;3636;201;43;21842.23;23542.27;2026-06-05 12:47:45.201512
29776;2025-10-04;Google Ads;Tráfego|Retenção - Notebook|32778.1;9;CELULAR;5;57185;4127;934;155;29658.88;110160.66;2026-06-05 12:47:55.240352
37705;2025-07-23;GoogleAds;Conhecimento|Lançamento - Notebook|28148.46;11; celular ;17;69879;710;159;39;1634.47;8206.81;2026-06-05 12:48:07.729427
1198;2025-12-10;GoogleAds;Leads|Carrinho Abandonado - Streaming|29039.22;18; celular ;16;1627;57;11;1;178.45;559.98;2026-06-05 12:47:10.554892
49897;2025-02-12;Email Marketing;Conhecimento|Geração de Lead - Notebook|10896.38;12; celular ;6;81046;1718;350;66;8386.31;44583.13;2026-06-05 12:48:27.338967
38322;2025-08-28;google ads;Conversão|Carrinho Abandonado - E-commerce|23497.06;16;Tablet;11;71763;5248;765;145;11882.29;26279.69;2026-06-05 12:48:08.679852
33038;2025-05-31;Google Ads;Leads|Conhecimento - Streaming|5411.44;17;Celular;23;59071;3759;394;82;18284.82;8711.93;2026-06-05 12:48:00.306159
37056;2025-01-01; GOOGLE ADS ;Conversão|Lançamento - Consultoria|19166.8;16;Celular;1;46297;932;85;17;563.97;13744.7;2026-06-05 12:48:06.762032
23155;2025-04-02; TikTok Ads ;Conversão|Lançamento - Consultoria|19166.8;15; celular ;20;53766;3578;527;106;25728.3;26839.16;2026-06-05 12:47:45.018238
42496;2025-11-27;Email Marketing;Leads|Promoção - Cartão|27992.3;5;TABLET;10;74476;771;63;6;4285.04;3082.7;2026-06-05 12:48:15.864759
17916;2025-07-20;Linkedin Ads;Conhecimento|Promoção - Streaming|22865.73;12; computador;19;98797;2618;615;61;11290.31;24484.87;2026-06-05 12:47:36.839391
25419;2025-05-07; GOOGLE ADS ;Conversão|Lançamento - Consultoria|19166.8;5; computador;11;24976;1623;233;32;6084.13;9741.47;2026-06-05 12:47:48.406366
8393;2025-02-05;GoogleAds;Leads|Lançamento - Streaming|40234.48;17;Tablet;6;95992;3318;615;65;18484.87;88032.97;2026-06-05 12:47:22.026475
10724;2025-03-04;Email Marketing;Conversão|Retenção - E-commerce|49009.36;18;CELULAR;13;27612;1129;181;34;2792.91;49919.22;2026-06-05 12:47:25.687398
36492;2025-11-29;META ADS;Conhecimento|Geração de Lead - Consultoria|47452.46;19;TABLET;3;7366;368;89;25;1479.94;28741.09;2026-06-05 12:48:05.895183
3739;2025-04-03;email marketing;Leads|Promoção - Curso|38158.69;11;Tablet;20;4225;43;4;1;338.61;285.18;2026-06-05 12:47:14.717083
23185;2025-08-31;meta ads;Conhecimento|Black Friday - Cartão|31537.11;2;CELULAR;1;86245;4073;957;178;32435.24;25073.67;2026-06-05 12:47:45.061561
45792;2025-12-01;Google Ads;Leads|Carrinho Abandonado - Streaming|29039.22;19;Computador;4;93462;1404;238;26;10312.66;15921.53;2026-06-05 12:48:20.863596
14457;2025-05-09;LinkedIn Ads;Tráfego|Retenção - Smartphone|46353.04;12;TABLET;16;74326;5243;560;149;20493.58;27311.26;2026-06-05 12:47:31.530279
31090;2025-08-15;Google Ads;Leads|Promoção - Cartão|27992.3;20;CELULAR;20;85556;1526;248;44;7709.0;12315.82;2026-06-05 12:47:57.284534
11200;2025-08-20;Email Marketing;Leads|Natal - Curso|23414.44;20;Tablet;4;16984;645;101;23;5085.24;4471.35;2026-06-05 12:47:26.428745
22022;2025-03-25;Email Marketing;Conhecimento|Black Friday - Cartão|31537.11;14;Computador;21;13273;808;167;10;4781.32;7462.97;2026-06-05 12:47:43.250895
27409;2025-11-21;Linkedin Ads;Conhecimento|Conversão - Notebook|12948.76;12;Celular;16;75902;4253;616;88;26720.66;91824.7;2026-06-05 12:47:51.576218
35119;2025-02-12;google ads;Conhecimento|Black Friday - Cartão|31537.11;4;Celular;24;63755;4971;666;129;23354.2;60178.34;2026-06-05 12:48:03.717714
92;2025-08-21; TikTok Ads ;Leads|Geração de Lead - Seguro|45408.77;12;TABLET;12;6950;330;35;3;2571.76;2122.29;2026-06-05 12:47:08.849420
42742;2025-01-21;LinkedIn Ads;Leads|Conhecimento - Streaming|5411.44;20;Tablet;13;45358;3285;685;174;19117.3;121965.56;2026-06-05 12:48:16.241627
39037;2025-11-10;email marketing;Conversão|Retenção - Consultoria|11597.52;11; computador;12;45269;3285;303;53;5404.2;53766.34;2026-06-05 12:48:10.304571
25638;2025-10-15;Google Ads;Conhecimento|Geração de Lead - E-commerce|17017.19;20;CELULAR;11;59427;2784;188;49;20203.94;11402.91;2026-06-05 12:47:48.734481
24730;2025-08-25;email marketing;Conversão|Carrinho Abandonado - E-commerce|23497.06;1; computador;22;37102;2529;628;121;17154.36;169685.8;2026-06-05 12:47:47.380575
27256;2025-08-18;GoogleAds;Leads|Conversão - Streaming|36856.91;7;TABLET;20;19175;1491;304;51;10978.5;49383.04;2026-06-05 12:47:51.336185
13906;2025-01-01;GoogleAds;Conhecimento|Black Friday - Cartão|31537.11;17;TABLET;5;49020;1473;273;21;3441.47;27056.54;2026-06-05 12:47:30.524969
20315;2025-10-09; TikTok Ads ;Leads|Conhecimento - Streaming|5411.44;6; computador;3;77989;5173;1147;61;7856.37;9988.21;2026-06-05 12:47:40.463939
16953;2025-10-05;meta ads;Conhecimento|Black Friday - Cartão|31537.11;19;CELULAR;5;60517;1896;261;77;14017.6;70890.73;2026-06-05 12:47:35.381248
41234;2025-11-01;GoogleAds;Conhecimento|Carrinho Abandonado - Smartphone|21790.31;5;Celular;18;21952;1411;88;23;10447.48;13044.25;2026-06-05 12:48:13.938021
40716;2025-01-07;google ads;Conhecimento|Geração de Lead - E-commerce|17017.19;4;Computador;21;84442;3014;275;16;18783.5;23249.2;2026-06-05 12:48:13.091116
761;2025-06-04;google ads;Conhecimento|Black Friday - Cartão|31537.11;14;CELULAR;2;57554;3561;853;145;20836.59;99348.93;2026-06-05 12:47:09.880146
9619;2025-09-09;META ADS;Conhecimento|Geração de Lead - Consultoria|47452.46;11;Celular;15;33770;589;62;11;2781.63;5827.41;2026-06-05 12:47:23.993141
15543;2025-03-24;email marketing;Conhecimento|Geração de Lead - Notebook|10896.38;6;Celular;23;69914;2937;346;17;16786.53;8829.85;2026-06-05 12:47:33.194504
9667;2025-10-11;email marketing;Tráfego|Black Friday - Curso|34922.72;8;Computador;5;24362;316;39;9;2466.94;8083.12;2026-06-05 12:47:24.068601
40381;2025-04-16;META ADS;Tráfego|Remarketing - E-commerce|42506.06;19; celular ;24;77079;4853;450;51;38608.09;72129.17;2026-06-05 12:48:12.577989
35313;2025-10-08;meta ads;Leads|Natal - Curso|23414.44;14;Tablet;22;53052;2162;348;52;16895.27;61160.31;2026-06-05 12:48:04.008196
3654;2025-10-23;Google Ads;Conversão|Geração de Lead - Seguro|38516.28;2;Computador;14;34585;1898;321;35;12927.97;41371.19;2026-06-05 12:47:14.590084
21646;2025-10-03;LinkedIn Ads;Tráfego|Lançamento - Curso|14891.77;20;Celular;13;12286;724;174;50;2076.87;8024.91;2026-06-05 12:47:42.650535
7783;2025-02-02; TikTok Ads ;Conhecimento|Remarketing - Smartphone|27196.56;18; celular ;7;83892;2556;413;56;16011.36;67033.33;2026-06-05 12:47:20.948451
17654;2025-07-28; TikTok Ads ;Leads|Conhecimento - Streaming|5411.44;19;Tablet;11;1519;52;5;0;53.1;0.0;2026-06-05 12:47:36.446065
15693;2025-01-17;Google Ads;Leads|Conversão - Notebook|17121.39;13;Celular;4;43933;3259;655;63;22540.73;21814.41;2026-06-05 12:47:33.453829
25683;2025-05-05;meta ads;Leads|Conversão - Streaming|36856.91;8;CELULAR;10;51803;3316;251;37;6865.73;4062.17;2026-06-05 12:47:48.799891
36615;2025-07-21;Meta Ads;Conversão|Retenção - E-commerce|49009.36;7;Computador;2;60665;1868;315;86;7409.06;22975.3;2026-06-05 12:48:06.078303
41866;2025-11-18;google ads;Conhecimento|Geração de Lead - E-commerce|17017.19;13;Celular;23;74783;3949;889;150;3373.91;21654.65;2026-06-05 12:48:14.908728
24955;2025-02-11;Email Marketing;Conhecimento|Conversão - Notebook|12948.76;3; computador;21;81947;2897;679;81;16087.87;25205.23;2026-06-05 12:47:47.708356
10496;2025-01-22;META ADS;Leads|Conversão - Notebook|17121.39;4; celular ;1;36940;1334;293;42;2545.82;15989.52;2026-06-05 12:47:25.329565
30275;2025-08-20;Email Marketing;Leads|Conhecimento - Curso|30403.04;13;TABLET;13;35127;2148;128;20;10724.78;26583.88;2026-06-05 12:47:56.006187
34854;2025-10-06;meta ads;Conhecimento|Conversão - Seguro|8170.15;6;CELULAR;22;19620;1451;270;51;11491.56;43279.59;2026-06-05 12:48:03.322041
25953;2025-12-12;Linkedin Ads;Leads|Conhecimento - Curso|30403.04;12;CELULAR;8;97215;7460;972;49;55606.55;25913.89;2026-06-05 12:47:49.206515
25146;2025-12-20;Email Marketing;Tráfego|Black Friday - Notebook|16414.42;11; computador;24;36387;835;137;40;4450.12;50286.45;2026-06-05 12:47:48.000566
46673;2025-07-17;google ads;Conversão|Conhecimento - Smartphone|27039.23;15; celular ;2;50455;2459;425;78;16802.11;14311.23;2026-06-05 12:48:22.371927
31951;2025-02-09;email marketing;Tráfego|Black Friday - Notebook|16414.42;13; computador;7;36324;2562;620;111;14356.7;66639.58;2026-06-05 12:47:58.631649
911;2025-07-08;GoogleAds;Leads|Geração de Lead - Seguro|45408.77;10; celular ;6;94740;1329;173;20;5341.64;7963.1;2026-06-05 12:47:10.105794
29309;2025-08-24;META ADS;Leads|Geração de Lead - Notebook|27658.26;10;Computador;3;42685;1809;414;104;2193.69;93987.13;2026-06-05 12:47:54.539420
39249;2025-11-23;Linkedin Ads;Leads|Conhecimento - Consultoria|13785.26;20;CELULAR;15;28742;1401;225;32;7816.95;24395.09;2026-06-05 12:48:10.697168
8150;2025-04-20; GOOGLE ADS ;Conhecimento|Conhecimento - Curso|41350.96;19;Celular;21;36891;2569;363;25;7761.45;14778.07;2026-06-05 12:47:21.658253
32841;2025-10-21;Google Ads;Conversão|Natal - Seguro|32105.21;16;Computador;6;91063;3183;560;143;9072.93;91633.81;2026-06-05 12:47:59.970067
8216;2025-12-02;LinkedIn Ads;Conversão|Conhecimento - Consultoria|18945.37;6;Celular;19;2054;65;11;2;158.94;1309.69;2026-06-05 12:47:21.756369
15385;2025-05-17;email marketing;Leads|Conversão - Notebook|17121.39;13;Tablet;7;41093;2802;314;72;19734.43;101032.96;2026-06-05 12:47:32.930384
47952;2025-03-25;meta ads;Conversão|Remarketing - Smartphone|37693.41;4;TABLET;17;5652;96;13;1;411.15;665.81;2026-06-05 12:48:24.398432
20250;2025-05-25;Google Ads;Leads|Lançamento - Streaming|40234.48;7;TABLET;22;54310;2968;281;28;8590.31;25912.52;2026-06-05 12:47:40.356835
3469;2025-03-31;meta ads;Tráfego|Black Friday - Notebook|16414.42;3;Computador;12;31096;1959;241;55;12088.05;56645.84;2026-06-05 12:47:14.290076
43396;2025-04-09;LinkedIn Ads;Leads|Promoção - Curso|38158.69;9; computador;11;79046;1421;108;9;4766.22;1290.34;2026-06-05 12:48:17.257155
38418;2025-04-21;LinkedIn Ads;Leads|Natal - Curso|23414.44;6;TABLET;19;93452;5429;1100;138;27354.07;60416.61;2026-06-05 12:48:08.976405
20235;2025-11-28;Email Marketing;Conhecimento|Geração de Lead - Notebook|10896.38;9;Celular;18;86753;6682;888;87;45836.37;84825.06;2026-06-05 12:47:40.334913
37151;2025-12-09;GoogleAds;Leads|Conhecimento - Curso|30403.04;18; celular ;14;56426;3534;744;134;12390.5;142880.08;2026-06-05 12:48:06.904062
36448;2025-03-15;LinkedIn Ads;Conhecimento|Geração de Lead - Consultoria|47452.46;1; computador;19;33853;2009;401;49;3682.69;37919.89;2026-06-05 12:48:05.826726
15489;2025-09-13;Linkedin Ads;Tráfego|Remarketing - E-commerce|42506.06;2; celular ;20;58446;804;98;18;1340.37;9945.0;2026-06-05 12:47:33.090522
50900;2025-12-16; TikTok Ads ;Leads|Conhecimento - Consultoria|13785.26;20;Tablet;12;33147;1269;237;36;8113.15;30739.0;2026-06-05 12:47:55.051454
34222;2025-04-17;email marketing;Conversão|Natal - E-commerce|8437.21;7; computador;20;37717;1019;114;33;2504.09;7703.42;2026-06-05 12:48:02.298739
40813;2025-08-14;GoogleAds;Conhecimento|Conversão - Notebook|12948.76;6;Computador;6;48903;2064;365;50;8157.04;35713.81;2026-06-05 12:48:13.274903
9691;2025-08-29;Linkedin Ads;Leads|Conhecimento - Streaming|5411.44;1;Tablet;6;38382;2691;354;103;16290.84;133331.32;2026-06-05 12:47:24.106087
48436;2025-03-20;meta ads;Leads|Lançamento - Streaming|40234.48;19; computador;15;24079;586;133;21;2159.63;30477.8;2026-06-05 12:48:25.133346
38081;2025-03-20;Email Marketing;Conversão|Retenção - Curso|31124.09;14;Celular;5;48599;1764;416;76;12101.75;55046.1;2026-06-05 12:48:08.282890
11158;2025-02-10;Google Ads;Leads|Natal - Curso|23414.44;19; computador;5;97107;4564;871;125;20196.86;29255.48;2026-06-05 12:47:26.357939
6319;2025-08-08;Meta Ads;Leads|Geração de Lead - Notebook|27658.26;9;CELULAR;23;49406;790;120;29;3075.45;26226.45;2026-06-05 12:47:18.724060
8846;2025-10-09;LinkedIn Ads;Conhecimento|Lançamento - Notebook|28148.46;20;Celular;4;26062;465;94;5;3168.08;901.66;2026-06-05 12:47:22.782255
5945;2025-03-12;meta ads;Tráfego|Conversão - Smartphone|19676.25;11; celular ;10;16102;490;42;4;1163.84;5566.42;2026-06-05 12:47:18.154210
20323;2025-02-12;google ads;Tráfego|Black Friday - Notebook|16414.42;4;CELULAR;11;57125;1369;292;30;5656.12;38718.78;2026-06-05 12:47:40.476045
377;2025-01-05;google ads;Conhecimento|Geração de Lead - Streaming|19528.65;5;Computador;16;52747;3743;445;43;3442.7;47713.42;2026-06-05 12:47:09.285793
44158;2025-07-24;LinkedIn Ads;Conversão|Remarketing - Smartphone|37693.41;13;Computador;23;44153;673;147;14;1633.6;16025.04;2026-06-05 12:48:18.410303
41091;2025-03-15;Meta Ads;Leads|Geração de Lead - Notebook|27658.26;10;TABLET;8;19539;1210;152;14;8026.8;4660.33;2026-06-05 12:48:13.716718
12430;2025-08-18;email marketing;Leads|Promoção - Cartão|27992.3;1; computador;6;42458;1950;225;13;5060.61;19157.08;2026-06-05 12:47:28.294000
48863;2025-11-06; TikTok Ads ;Tráfego|Black Friday - Curso|34922.72;13;Celular;21;83038;5727;1153;263;23306.78;187754.6;2026-06-05 12:48:25.786413
30153;2025-06-17;Email Marketing;Conhecimento|Conversão - Seguro|8170.15;6;Celular;12;38574;802;144;7;3482.77;8499.42;2026-06-05 12:47:55.827342
36502;2025-12-28;meta ads;Conversão|Conhecimento - Consultoria|18945.37;19; celular ;22;89431;4281;803;155;30225.18;109401.25;2026-06-05 12:48:05.910690
21613;2025-06-25;Google Ads;Conversão|Conversão - E-commerce|8801.59;5;Computador;21;54361;790;65;16;5689.58;6495.89;2026-06-05 12:47:42.601393
18287;2025-11-16;LinkedIn Ads;Tráfego|Remarketing - E-commerce|42506.06;8; celular ;19;71441;2267;181;46;2922.65;31855.16;2026-06-05 12:47:37.404274
23963;2025-02-18;google ads;Tráfego|Retenção - Notebook|32778.1;13;Computador;21;73354;4890;584;84;31621.54;33509.63;2026-06-05 12:47:46.232541
49319;2025-05-17;email marketing;Leads|Conversão - Notebook|17121.39;18;CELULAR;6;66404;4607;928;92;32890.44;60877.39;2026-06-05 12:48:26.462900
39399;2025-08-05;Linkedin Ads;Conversão|Retenção - Consultoria|11597.52;12;Tablet;20;95283;1067;119;29;4775.36;12085.42;2026-06-05 12:48:10.946173
35218;2025-10-17;google ads;Conversão|Remarketing - Smartphone|37693.41;13;CELULAR;16;48115;812;198;41;5676.09;14354.91;2026-06-05 12:48:03.866112
40970;2025-08-29; GOOGLE ADS ;Conversão|Natal - E-commerce|8437.21;12;TABLET;1;86559;2369;284;24;15038.35;34566.23;2026-06-05 12:48:13.529712
7273;2025-09-26; GOOGLE ADS ;Conhecimento|Carrinho Abandonado - Smartphone|21790.31;6;Tablet;18;61555;3829;467;28;21353.57;13789.01;2026-06-05 12:47:20.163054
969;2025-05-17;Linkedin Ads;Conhecimento|Promoção - Streaming|22865.73;16;Tablet;8;78290;6105;1171;106;40128.17;83186.18;2026-06-05 12:47:10.194941
19037;2025-04-30;LinkedIn Ads;Leads|Conversão - Streaming|36856.91;15; computador;11;11918;744;115;31;2089.42;31781.48;2026-06-05 12:47:38.529583
2557;2025-07-22; GOOGLE ADS ;Conhecimento|Geração de Lead - Notebook|10896.38;10;CELULAR;6;10032;622;121;22;3899.55;32157.25;2026-06-05 12:47:12.844376
50177;2025-09-04;Email Marketing;Conhecimento|Promoção - Streaming|22865.73;20;TABLET;17;28109;2087;506;28;9618.54;8668.27;2026-06-05 12:48:02.651372
26183;2025-12-13;Email Marketing;Conhecimento|Geração de Lead - Notebook|10896.38;5; celular ;13;68759;4955;1006;112;16593.13;116470.63;2026-06-05 12:47:49.560509
24789;2025-08-31;meta ads;Conversão|Lançamento - Consultoria|19166.8;19; celular ;22;35971;1832;247;54;11230.93;30891.36;2026-06-05 12:47:47.465982
45751;2025-05-17;meta ads;Conversão|Remarketing - Smartphone|37693.41;4;Celular;9;64498;3687;890;85;5817.15;82416.93;2026-06-05 12:48:20.804326
32217;2025-10-13;Meta Ads;Conhecimento|Geração de Lead - E-commerce|17017.19;17; computador;20;97694;5743;365;35;6769.82;32866.19;2026-06-05 12:47:59.034941
9240;2025-07-01;meta ads;Conversão|Natal - E-commerce|8437.21;13; computador;3;28404;1281;298;59;2841.05;79326.43;2026-06-05 12:47:23.423091
21569;2025-06-22;Google Ads;Conversão|Retenção - Consultoria|24657.03;1; celular ;7;31802;720;133;28;1395.67;33748.46;2026-06-05 12:47:42.536013
26488;2025-01-13;LinkedIn Ads;Conhecimento|Geração de Lead - Notebook|10896.38;3;TABLET;13;26367;2043;461;87;13465.54;80419.42;2026-06-05 12:47:50.032140
14777;2025-02-02;meta ads;Tráfego|Promoção - Cartão|35278.57;7; celular ;24;86669;6608;810;194;4658.09;155527.82;2026-06-05 12:47:32.013332
11651;2025-03-17;meta ads;Conversão|Carrinho Abandonado - Seguro|49254.33;19; computador;11;23776;524;112;9;331.65;10422.46;2026-06-05 12:47:27.099219
26062;2025-09-03;Email Marketing;Conversão|Conversão - E-commerce|8801.59;4;Tablet;8;1653;71;7;1;255.88;459.56;2026-06-05 12:47:49.375111
44604;2025-08-25;LinkedIn Ads;Conversão|Retenção - Consultoria|11597.52;10; computador;14;56115;3960;264;68;2880.27;99910.0;2026-06-05 12:48:19.074061
26663;2025-08-11; GOOGLE ADS ;Conversão|Conhecimento - Consultoria|18945.37;12; celular ;12;44258;1825;385;55;4476.92;55848.57;2026-06-05 12:47:50.303109
33286;2025-01-15;Linkedin Ads;Conhecimento|Geração de Lead - Streaming|19528.65;9;Computador;12;7662;108;15;2;220.89;1213.2;2026-06-05 12:48:00.689121
24157;2025-09-17;meta ads;Leads|Lançamento - Streaming|40234.48;16; computador;17;46552;3022;345;31;10635.27;38616.17;2026-06-05 12:47:46.522755
42591;2025-08-15;Google Ads;Conhecimento|Conhecimento - Curso|41350.96;7;Celular;10;85314;5462;932;106;16149.18;60898.4;2026-06-05 12:48:16.011240
36476;2025-04-11;Meta Ads;Conversão|Conhecimento - Consultoria|18945.37;1;Computador;22;3875;169;10;2;266.52;1947.9;2026-06-05 12:48:05.870237
44370;2025-09-24;Meta Ads;Conhecimento|Carrinho Abandonado - Smartphone|21790.31;10;Celular;3;90410;1344;227;59;9875.59;81923.01;2026-06-05 12:48:18.727747
31513;2025-08-24;Email Marketing;Conhecimento|Geração de Lead - Streaming|19528.65;5; celular ;4;9378;656;162;30;3700.17;35727.34;2026-06-05 12:47:57.973943
46398;2025-04-06;LinkedIn Ads;Conversão|Promoção - Seguro|44497.74;15;Computador;6;62711;3191;514;138;18290.49;95239.28;2026-06-05 12:48:21.935201
21642;2025-02-21;Meta Ads;Conversão|Conhecimento - Smartphone|27039.23;4; celular ;23;47631;2339;330;26;3265.67;19096.96;2026-06-05 12:47:42.644651
20217;2025-08-17; GOOGLE ADS ;Conversão|Remarketing - Smartphone|37693.41;18; celular ;21;8191;226;43;6;244.05;5461.06;2026-06-05 12:47:40.309154
46428;2025-08-26;Linkedin Ads;Leads|Conversão - Streaming|36856.91;12;CELULAR;18;28601;1359;153;45;2124.88;11256.95;2026-06-05 12:48:21.980362
11097;2025-08-29;email marketing;Conversão|Carrinho Abandonado - Seguro|49254.33;6; celular ;8;73425;1192;244;39;1097.27;12562.33;2026-06-05 12:47:26.263844
44627;2025-10-17;Google Ads;Leads|Conversão - Notebook|17121.39;15;CELULAR;16;4371;63;15;4;34.7;5632.74;2026-06-05 12:48:19.109938
21018;2025-02-10;email marketing;Leads|Promoção - Cartão|27992.3;14; computador;21;64488;1658;402;76;9801.73;35809.12;2026-06-05 12:47:41.698307
22071;2025-02-16; GOOGLE ADS ;Leads|Geração de Lead - Seguro|45408.77;1;Computador;20;8394;521;95;16;1322.86;19323.99;2026-06-05 12:47:43.354922
44052;2025-06-14;google ads;Leads|Conhecimento - Curso|30403.04;7;CELULAR;23;3181;83;19;2;242.66;2636.27;2026-06-05 12:48:18.251268
42340;2025-09-07;LinkedIn Ads;Tráfego|Black Friday - Curso|34922.72;12;TABLET;6;92118;5343;957;161;14369.13;171784.38;2026-06-05 12:48:15.633456
37667;2025-11-05;email marketing;Conhecimento|Geração de Lead - Notebook|10896.38;4;TABLET;12;80978;1359;204;14;10575.66;15741.76;2026-06-05 12:48:07.672351
47633;2025-02-28;google ads;Leads|Natal - Curso|23414.44;10;Computador;21;34319;688;143;41;2906.05;35551.61;2026-06-05 12:48:23.909109
49414;2025-05-18;Email Marketing;Tráfego|Black Friday - Curso|34922.72;9;Computador;13;63088;1718;422;21;998.16;14275.66;2026-06-05 12:48:26.605800
33899;2025-10-03; GOOGLE ADS ;Conversão|Retenção - Streaming|21833.57;2;Computador;22;19740;892;70;6;5849.44;8639.56;2026-06-05 12:48:01.757263
41454;2025-11-12;meta ads;Tráfego|Remarketing - E-commerce|42506.06;15;Computador;13;99173;3842;218;21;14237.01;6248.68;2026-06-05 12:48:14.278203
35325;2025-08-20;Google Ads;Tráfego|Retenção - Smartphone|46353.04;16;Computador;1;4336;111;7;0;140.1;0.0;2026-06-05 12:48:04.026855
5038;2025-08-07;Meta Ads;Conversão|Conhecimento - Consultoria|18945.37;5;Computador;23;14903;777;65;11;5087.83;3679.93;2026-06-05 12:47:16.736025
29607;2025-03-03;LinkedIn Ads;Conversão|Remarketing - Smartphone|37693.41;6;Celular;16;79990;3448;618;59;26600.08;33680.04;2026-06-05 12:47:54.986962
4486;2025-12-08;email marketing;Conhecimento|Black Friday - Cartão|31537.11;10;Tablet;15;17509;1213;167;45;9583.88;51281.65;2026-06-05 12:47:15.886703
16696;2025-08-01;Email Marketing;Tráfego|Retenção - Notebook|32778.1;11;Computador;2;27346;624;105;5;1560.88;2342.49;2026-06-05 12:47:34.986286
3281;2025-04-25;meta ads;Leads|Conversão - Notebook|17121.39;7;Celular;2;48225;2994;552;74;18431.73;68122.96;2026-06-05 12:47:13.996400
6419;2025-03-24;Google Ads;Conhecimento|Geração de Lead - Notebook|10896.38;14;Celular;23;34048;1271;255;46;7409.52;29664.06;2026-06-05 12:47:18.873974
